pw_ID	pw_name	C_ID	C_name
map01120	Microbial metabolism in diverse environments	C02930	2-Methyleneglutarate
map01120	Microbial metabolism in diverse environments	C00922	2,3-Dimethylmaleate
map01120	Microbial metabolism in diverse environments	C03652	(2R,3S
map01120	Microbial metabolism in diverse environments	C00187	Cholesterol
map01120	Microbial metabolism in diverse environments	C00599	Cholest-4-en-3-one
map01120	Microbial metabolism in diverse environments	C21076	Delta4-Dafachronic acid
map01120	Microbial metabolism in diverse environments	C20839	(25R
map01120	Microbial metabolism in diverse environments	C00280	Androstenedione
map01120	Microbial metabolism in diverse environments	C00674	5alpha-Androstane-3,17-dione
map01120	Microbial metabolism in diverse environments	C01751	Resorcinol
map01120	Microbial metabolism in diverse environments	C21298	2,6-Dihydroxybenzoate
map01120	Microbial metabolism in diverse environments	C00136	Butanoyl-CoA
map01120	Microbial metabolism in diverse environments	C01412	Butanal
map01120	Microbial metabolism in diverse environments	C06142	1-Butanol
map01120	Microbial metabolism in diverse environments	C21390	Butane
map01120	Microbial metabolism in diverse environments	C02987	L-Glutamyl-tRNA(Glu
map01120	Microbial metabolism in diverse environments	C03741	(S
map01120	Microbial metabolism in diverse environments	C00430	5-Aminolevulinate
map01120	Microbial metabolism in diverse environments	C00931	Porphobilinogen
map01120	Microbial metabolism in diverse environments	C01024	Hydroxymethylbilane
map01120	Microbial metabolism in diverse environments	C01051	Uroporphyrinogen III
map01120	Microbial metabolism in diverse environments	C02463	Precorrin 2
map01120	Microbial metabolism in diverse environments	C05778	Sirohydrochlorin
map01120	Microbial metabolism in diverse environments	C21510	Nickel-sirohydrochlorin
map01120	Microbial metabolism in diverse environments	C21511	Nickel-sirohydrochlorin a,c-diamide
map01120	Microbial metabolism in diverse environments	C21512	15,17(3
map01120	Microbial metabolism in diverse environments	C05777	Coenzyme F430
map01120	Microbial metabolism in diverse environments	C01548	Acetylene
map01120	Microbial metabolism in diverse environments	C02575	Pentachlorophenol
map01120	Microbial metabolism in diverse environments	C21752	2-Hydroxyethyl-CoM
map01120	Microbial metabolism in diverse environments	C20303	Chloroethylene oxide
map01120	Microbial metabolism in diverse environments	C21753	2-Chloro-2-hydroxyethyl-CoM
map01120	Microbial metabolism in diverse environments	C17267	S-Sulfanylglutathione
map01120	Microbial metabolism in diverse environments	C01444	Oxamate
map01120	Microbial metabolism in diverse environments	C00846	3-Oxoadipate
map01120	Microbial metabolism in diverse environments	C02222	2-Maleylacetate
map01120	Microbial metabolism in diverse environments	C21859	cis-3-[2,2-Dichloro-1-(4-chlorophenyl
map01120	Microbial metabolism in diverse environments	C21104	2,5-Dichloro-p-benzoquinone
map01120	Microbial metabolism in diverse environments	C01732	Mesaconate
map01120	Microbial metabolism in diverse environments	C03618	L-threo-3-Methylaspartate
map01120	Microbial metabolism in diverse environments	C05379	Oxalosuccinate
map01120	Microbial metabolism in diverse environments	C04732	5-Amino-6-(1-D-ribitylamino
map01120	Microbial metabolism in diverse environments	C21971	5-Amino-5-(4-hydroxybenzyl
map01120	Microbial metabolism in diverse environments	C01672	Cadaverine
map01120	Microbial metabolism in diverse environments	C12455	5-Aminopentanal
map01120	Microbial metabolism in diverse environments	C00431	5-Aminopentanoate
map01120	Microbial metabolism in diverse environments	C03273	5-Oxopentanoate
map01120	Microbial metabolism in diverse environments	C00489	Glutarate
map01120	Microbial metabolism in diverse environments	C03196	(S
map01120	Microbial metabolism in diverse environments	C00990	5-Aminopentanamide
map01120	Microbial metabolism in diverse environments	C21144	1,3,7-Trimethyl-5-hydroxyisourate
map01120	Microbial metabolism in diverse environments	C19154	7,8-Didemethyl-8-hydroxy-5-deazariboflavin
map01120	Microbial metabolism in diverse environments	C22084	1-Carboxybiuret
map01120	Microbial metabolism in diverse environments	C22085	Urea-1,3-dicarboxylate
map01120	Microbial metabolism in diverse environments	C21450	4-(2-Hydroxyethoxycarbonyl
map01120	Microbial metabolism in diverse environments	C21451	Poly(ethylene terephthalate
map01120	Microbial metabolism in diverse environments	C01502	o-Methoxyphenol
map01120	Microbial metabolism in diverse environments	C00283	Hydrogen sulfide
map01120	Microbial metabolism in diverse environments	C00059	Sulfate
map01120	Microbial metabolism in diverse environments	C00320	Thiosulfate
map01120	Microbial metabolism in diverse environments	C00094	Sulfite
map01120	Microbial metabolism in diverse environments	C19929	N(alpha
map01120	Microbial metabolism in diverse environments	C06442	N(gamma
map01120	Microbial metabolism in diverse environments	C06231	Ectoine
map01120	Microbial metabolism in diverse environments	C03082	4-Phospho-L-aspartate
map01120	Microbial metabolism in diverse environments	C00441	L-Aspartate 4-semialdehyde
map01120	Microbial metabolism in diverse environments	C00049	L-Aspartate
map01120	Microbial metabolism in diverse environments	C03283	L-2,4-Diaminobutanoate
map01120	Microbial metabolism in diverse environments	C22297	Enolpyruvoyl-2-diphospho-5'-guanosine
map01120	Microbial metabolism in diverse environments	C22277	Dehydro coenzyme F420-0
map01120	Microbial metabolism in diverse environments	C19692	Polysulfide
map01120	Microbial metabolism in diverse environments	C19692	Polysulfide
map01120	Microbial metabolism in diverse environments	C19682	3,4-Didehydroadipyl-CoA
map01120	Microbial metabolism in diverse environments	C19683	3,4-Didehydroadipyl-CoA semialdehyde
map01120	Microbial metabolism in diverse environments	C19684	2,3-Epoxy-2,3-dihydrobenzoyl-CoA
map01120	Microbial metabolism in diverse environments	C02295	Methylitaconate
map01120	Microbial metabolism in diverse environments	C02167	Maleylpyruvate
map01120	Microbial metabolism in diverse environments	C00026	2-Oxoglutarate
map01120	Microbial metabolism in diverse environments	C00311	Isocitrate
map01120	Microbial metabolism in diverse environments	C02519	4-Methoxybenzoate
map01120	Microbial metabolism in diverse environments	C04553	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate
map01120	Microbial metabolism in diverse environments	C04642	2-Hydroxy-5-carboxymethylmuconate semialdehyde
map01120	Microbial metabolism in diverse environments	C00876	Coenzyme F420
map01120	Microbial metabolism in diverse environments	C01087	(R
map01120	Microbial metabolism in diverse environments	C00956	L-2-Aminoadipate
map01120	Microbial metabolism in diverse environments	C04076	L-2-Aminoadipate 6-semialdehyde
map01120	Microbial metabolism in diverse environments	C00450	(S
map01120	Microbial metabolism in diverse environments	C00408	L-Pipecolate
map01120	Microbial metabolism in diverse environments	C04092	Delta1-Piperideine-2-carboxylate
map01120	Microbial metabolism in diverse environments	C03239	6-Amino-2-oxohexanoate
map01120	Microbial metabolism in diverse environments	C00739	D-Lysine
map01120	Microbial metabolism in diverse environments	C00334	4-Aminobutanoate
map01120	Microbial metabolism in diverse environments	C15987	4-Methylaminobutyrate
map01120	Microbial metabolism in diverse environments	C19945	3-Oxo-5,6-dehydrosuberyl-CoA
map01120	Microbial metabolism in diverse environments	C19946	3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde
map01120	Microbial metabolism in diverse environments	C16386	(R
map01120	Microbial metabolism in diverse environments	C20836	beta-L-Fucopyranose
map01120	Microbial metabolism in diverse environments	C18028	L-Fucono-1,5-lactone
map01120	Microbial metabolism in diverse environments	C01019	L-Fucose
map01120	Microbial metabolism in diverse environments	C03069	3-Methylcrotonyl-CoA
map01120	Microbial metabolism in diverse environments	C16471	5-Methyl-3-oxo-4-hexenoyl-CoA
map01120	Microbial metabolism in diverse environments	C16469	3-Hydroxy-5-methylhex-4-enoyl-CoA
map01120	Microbial metabolism in diverse environments	C16468	(2E
map01120	Microbial metabolism in diverse environments	C16470	5-Methylhex-4-enoyl-CoA
map01120	Microbial metabolism in diverse environments	C16466	7-Methyl-3-oxo-6-octenoyl-CoA
map01120	Microbial metabolism in diverse environments	C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl
map01120	Microbial metabolism in diverse environments	C01291	3-(4-Methylpent-3-en-1-yl
map01120	Microbial metabolism in diverse environments	C01920	Geranoyl-CoA
map01120	Microbial metabolism in diverse environments	C16465	trans-Geranyl-CoA
map01120	Microbial metabolism in diverse environments	C16461	Geranic acid
map01120	Microbial metabolism in diverse environments	C01499	Geranial
map01120	Microbial metabolism in diverse environments	C01500	Geraniol
map01120	Microbial metabolism in diverse environments	C09847	cis-Citral
map01120	Microbial metabolism in diverse environments	C09871	Nerol
map01120	Microbial metabolism in diverse environments	C16464	Citronellyl-CoA
map01120	Microbial metabolism in diverse environments	C16462	Citronellate
map01120	Microbial metabolism in diverse environments	C09848	(R
map01120	Microbial metabolism in diverse environments	C11384	(S
map01120	Microbial metabolism in diverse environments	C09849	beta-Citronellol
map01120	Microbial metabolism in diverse environments	C11386	(-
map01120	Microbial metabolism in diverse environments	C20321	[(2R
map01120	Microbial metabolism in diverse environments	C07160	[(1R
map01120	Microbial metabolism in diverse environments	C20271	[(1R
map01120	Microbial metabolism in diverse environments	C02952	5-Oxo-1,2-campholide
map01120	Microbial metabolism in diverse environments	C03037	(+
map01120	Microbial metabolism in diverse environments	C03448	(+
map01120	Microbial metabolism in diverse environments	C00808	(+
map01120	Microbial metabolism in diverse environments	C21930	(-
map01120	Microbial metabolism in diverse environments	C21929	(-
map01120	Microbial metabolism in diverse environments	C22610	(-
map01120	Microbial metabolism in diverse environments	C00809	(-
map01120	Microbial metabolism in diverse environments	C16182	beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol
map01120	Microbial metabolism in diverse environments	C00964	(-
map01120	Microbial metabolism in diverse environments	C01767	(-
map01120	Microbial metabolism in diverse environments	C11398	(1R,4R
map01120	Microbial metabolism in diverse environments	C11402	(4R,7R
map01120	Microbial metabolism in diverse environments	C11404	(3R
map01120	Microbial metabolism in diverse environments	C11405	(3R
map01120	Microbial metabolism in diverse environments	C11407	(3R
map01120	Microbial metabolism in diverse environments	C00521	(S
map01120	Microbial metabolism in diverse environments	C19081	(4S
map01120	Microbial metabolism in diverse environments	C19082	(1R,2R,4S
map01120	Microbial metabolism in diverse environments	C19083	(1R,4S
map01120	Microbial metabolism in diverse environments	C19084	(4S
map01120	Microbial metabolism in diverse environments	C11419	(3S
map01120	Microbial metabolism in diverse environments	C11421	(3S
map01120	Microbial metabolism in diverse environments	C11409	(+
map01120	Microbial metabolism in diverse environments	C11383	(+
map01120	Microbial metabolism in diverse environments	C11412	(1R,4S
map01120	Microbial metabolism in diverse environments	C11414	(4S,7R
map01120	Microbial metabolism in diverse environments	C11417	(3S
map01120	Microbial metabolism in diverse environments	C06099	(R
map01120	Microbial metabolism in diverse environments	C07271	Limonene-1,2-epoxide
map01120	Microbial metabolism in diverse environments	C07276	Limonene-1,2-diol
map01120	Microbial metabolism in diverse environments	C11937	(1S,4R
map01120	Microbial metabolism in diverse environments	C19079	(4R
map01200	Carbon metabolism	C00085	D-Fructose 6-phosphate
map01200	Carbon metabolism	C05345	beta-D-Fructose 6-phosphate
map01200	Carbon metabolism	C01182	D-Ribulose 1,5-bisphosphate
map01200	Carbon metabolism	C00197	3-Phospho-D-glycerate
map01200	Carbon metabolism	C00101	Tetrahydrofolate
map01200	Carbon metabolism	C00267	alpha-D-Glucose
map01200	Carbon metabolism	C00221	beta-D-Glucose
map01200	Carbon metabolism	C00668	alpha-D-Glucose 6-phosphate
map01200	Carbon metabolism	C01172	beta-D-Glucose 6-phosphate
map01200	Carbon metabolism	C00345	6-Phospho-D-gluconate
map01200	Carbon metabolism	C00354	D-Fructose 1,6-bisphosphate
map01200	Carbon metabolism	C05378	beta-D-Fructose 1,6-bisphosphate
map01200	Carbon metabolism	C01236	D-Glucono-1,5-lactone 6-phosphate
map01200	Carbon metabolism	C00236	3-Phospho-D-glyceroyl phosphate
map01200	Carbon metabolism	C00118	D-Glyceraldehyde 3-phosphate
map01200	Carbon metabolism	C00111	Glycerone phosphate
map01200	Carbon metabolism	C00631	2-Phospho-D-glycerate
map01200	Carbon metabolism	C00279	D-Erythrose 4-phosphate
map01200	Carbon metabolism	C00447	Sedoheptulose 1,7-bisphosphate
map01200	Carbon metabolism	C05382	Sedoheptulose 7-phosphate
map01200	Carbon metabolism	C00117	D-Ribose 5-phosphate
map01200	Carbon metabolism	C00199	D-Ribulose 5-phosphate
map01200	Carbon metabolism	C00231	D-Xylulose 5-phosphate
map01200	Carbon metabolism	C06019	D-arabino-Hex-3-ulose 6-phosphate
map01200	Carbon metabolism	C00022	Pyruvate
map01200	Carbon metabolism	C00074	Phosphoenolpyruvate
map01200	Carbon metabolism	C00119	5-Phospho-alpha-D-ribose 1-diphosphate
map01200	Carbon metabolism	C00014	Ammonia
map01200	Carbon metabolism	C01217	5,6,7,8-Tetrahydromethanopterin
map01200	Carbon metabolism	C18802	Tetrahydrosarcinapterin
map01200	Carbon metabolism	C00283	Hydrogen sulfide
map01200	Carbon metabolism	C01438	Methane
map01200	Carbon metabolism	C00132	Methanol
map01200	Carbon metabolism	C00067	Formaldehyde
map01200	Carbon metabolism	C00058	Formate
map01200	Carbon metabolism	C00011	CO2
map01200	Carbon metabolism	C01001	Formylmethanofuran
map01200	Carbon metabolism	C03920	2-(Methylthio
map01200	Carbon metabolism	C00218	Methylamine
